timestamp,asset_id,asset_type,building,campus,age_years,temperature_c,humidity_pct,vibration_g,power_kw,usage_hours,failure_within_30d
2025-09-09 02:51:05.869960,A001,Pump,Building-1,Main,8.49,22.7,36.99,0.313,6.65,9.12,0
2025-09-09 03:01:05.869960,A001,Pump,Building-1,Main,8.49,22.58,36.45,0.313,6.94,9.12,0
2025-09-09 03:11:05.869960,A001,Pump,Building-1,Main,8.49,22.66,36.4,0.323,6.93,9.12,0
2025-09-09 03:21:05.869960,A001,Pump,Building-1,Main,8.49,21.98,35.4,0.316,6.71,9.12,0
2025-09-09 03:31:05.869960,A001,Pump,Building-1,Main,8.49,23.01,38.2,0.363,6.73,9.12,0
2025-09-09 03:41:05.869960,A001,Pump,Building-1,Main,8.49,23.0,35.66,0.337,6.67,9.12,0
2025-09-09 03:51:05.869960,A001,Pump,Building-1,Main,8.49,23.32,35.78,0.353,7.58,9.12,0
2025-09-09 04:01:05.869960,A001,Pump,Building-1,Main,8.49,23.24,36.97,0.358,6.61,9.12,1
2025-09-09 04:11:05.869960,A001,Pump,Building-1,Main,8.49,23.54,36.56,0.341,6.43,9.12,1
2025-09-09 04:21:05.869960,A001,Pump,Building-1,Main,8.49,23.56,37.05,0.381,7.29,9.12,0
2025-09-09 04:31:05.869960,A001,Pump,Building-1,Main,8.49,24.73,35.79,0.364,6.91,9.12,1
2025-09-09 04:41:05.869960,A001,Pump,Building-1,Main,8.49,24.85,35.78,0.312,6.51,9.12,0
2025-09-09 04:51:05.869960,A001,Pump,Building-1,Main,8.49,22.78,36.1,0.315,6.89,9.12,0
2025-09-09 05:01:05.869960,A001,Pump,Building-1,Main,8.49,24.09,38.56,0.366,6.52,9.12,0
2025-09-09 05:11:05.869960,A001,Pump,Building-1,Main,8.49,23.54,37.24,0.298,7.73,9.12,0
2025-09-09 05:21:05.869960,A001,Pump,Building-1,Main,8.49,24.63,36.37,0.286,7.49,9.12,0
2025-09-09 05:31:05.869960,A001,Pump,Building-1,Main,8.49,24.02,38.18,0.29,6.51,9.12,0
2025-09-09 05:41:05.869960,A001,Pump,Building-1,Main,8.49,24.1,37.1,0.324,7.12,9.12,0
2025-09-09 05:51:05.869960,A001,Pump,Building-1,Main,8.49,23.58,37.04,0.341,7.07,9.12,0
2025-09-09 06:01:05.869960,A001,Pump,Building-1,Main,8.49,30.03,36.2,0.793,13.05,9.12,0
2025-09-09 06:11:05.869960,A001,Pump,Building-1,Main,8.49,24.15,39.03,0.343,7.39,9.12,0
2025-09-09 06:21:05.869960,A001,Pump,Building-1,Main,8.49,24.57,37.81,0.307,6.68,9.12,1
2025-09-09 06:31:05.869960,A001,Pump,Building-1,Main,8.49,24.76,38.71,0.325,6.64,9.12,0
2025-09-09 06:41:05.869960,A001,Pump,Building-1,Main,8.49,23.09,39.46,0.364,6.74,9.12,0
2025-09-09 06:51:05.869960,A001,Pump,Building-1,Main,8.49,23.99,36.05,0.323,7.48,9.12,0
2025-09-09 07:01:05.869960,A001,Pump,Building-1,Main,8.49,24.29,38.76,0.337,7.21,9.12,1
2025-09-09 07:11:05.869960,A001,Pump,Building-1,Main,8.49,23.57,36.99,0.337,7.02,9.12,0
2025-09-09 07:21:05.869960,A001,Pump,Building-1,Main,8.49,24.16,37.45,0.334,6.78,9.12,0
2025-09-09 07:31:05.869960,A001,Pump,Building-1,Main,8.49,22.94,39.61,0.36,6.67,9.12,0
2025-09-09 07:41:05.869960,A001,Pump,Building-1,Main,8.49,24.39,39.05,0.324,6.58,9.12,0
2025-09-09 07:51:05.869960,A001,Pump,Building-1,Main,8.49,22.82,39.07,0.295,6.72,9.12,0
2025-09-09 08:01:05.869960,A001,Pump,Building-1,Main,8.49,23.11,37.6,0.335,6.83,9.12,1
2025-09-09 08:11:05.869960,A001,Pump,Building-1,Main,8.49,23.19,41.35,0.363,6.5,9.12,1
2025-09-09 08:21:05.869960,A001,Pump,Building-1,Main,8.49,22.41,41.0,0.321,6.2,9.12,0
2025-09-09 08:31:05.869960,A001,Pump,Building-1,Main,8.49,23.81,40.38,0.319,5.72,9.12,0
2025-09-09 08:41:05.869960,A001,Pump,Building-1,Main,8.49,22.88,39.98,0.338,7.3,9.12,1
2025-09-09 08:51:05.869960,A001,Pump,Building-1,Main,8.49,21.81,41.32,0.383,5.59,9.12,0
2025-09-09 09:01:05.869960,A001,Pump,Building-1,Main,8.49,21.72,40.62,0.332,6.79,9.12,0
2025-09-09 09:11:05.869960,A001,Pump,Building-1,Main,8.49,21.43,41.14,0.314,6.64,9.12,0
2025-09-09 09:21:05.869960,A001,Pump,Building-1,Main,8.49,21.9,42.99,0.369,7.14,9.12,0
2025-09-09 09:31:05.869960,A001,Pump,Building-1,Main,8.49,21.19,42.35,0.409,7.32,9.12,0
2025-09-09 09:41:05.869960,A001,Pump,Building-1,Main,8.49,21.25,44.2,0.326,6.48,9.12,0
2025-09-09 09:51:05.869960,A001,Pump,Building-1,Main,8.49,22.01,41.58,0.28,7.28,9.12,0
2025-09-09 10:01:05.869960,A001,Pump,Building-1,Main,8.49,21.18,43.28,0.327,6.69,9.12,0
2025-09-09 10:11:05.869960,A001,Pump,Building-1,Main,8.49,20.79,42.79,0.326,6.61,9.12,0
2025-09-09 10:21:05.869960,A001,Pump,Building-1,Main,8.49,20.47,43.13,0.262,7.16,9.12,0
2025-09-09 10:31:05.869960,A001,Pump,Building-1,Main,8.49,20.95,43.84,0.345,6.95,9.12,0
2025-09-09 10:41:05.869960,A001,Pump,Building-1,Main,8.49,20.28,43.63,0.353,6.92,9.12,0
2025-09-09 10:51:05.869960,A001,Pump,Building-1,Main,8.49,21.56,46.01,0.366,6.43,9.12,0
2025-09-09 11:01:05.869960,A001,Pump,Building-1,Main,8.49,20.15,43.62,0.346,5.44,9.12,0
2025-09-09 11:11:05.869960,A001,Pump,Building-1,Main,8.49,20.12,44.53,0.292,7.21,9.12,0
2025-09-09 11:21:05.869960,A001,Pump,Building-1,Main,8.49,19.71,45.3,0.421,6.01,9.12,0
2025-09-09 11:31:05.869960,A001,Pump,Building-1,Main,8.49,20.14,44.82,0.32,7.19,9.12,0
2025-09-09 11:41:05.869960,A001,Pump,Building-1,Main,8.49,20.72,46.18,0.316,8.03,9.12,0
2025-09-09 11:51:05.869960,A001,Pump,Building-1,Main,8.49,19.25,44.55,0.343,6.86,9.12,0
2025-09-09 12:01:05.869960,A001,Pump,Building-1,Main,8.49,20.36,47.32,0.334,6.87,9.12,1
2025-09-09 12:11:05.869960,A001,Pump,Building-1,Main,8.49,19.81,46.47,0.328,6.65,9.12,0
2025-09-09 12:21:05.869960,A001,Pump,Building-1,Main,8.49,20.39,47.05,0.271,6.99,9.12,0
2025-09-09 12:31:05.869960,A001,Pump,Building-1,Main,8.49,20.01,47.08,0.33,7.46,9.12,0
2025-09-09 12:41:05.869960,A001,Pump,Building-1,Main,8.49,19.84,44.01,0.369,6.39,9.12,0
2025-09-09 12:51:05.869960,A001,Pump,Building-1,Main,8.49,19.43,46.34,0.33,7.23,9.12,0
2025-09-09 13:01:05.869960,A001,Pump,Building-1,Main,8.49,20.73,46.5,0.311,6.96,9.12,0
2025-09-09 13:11:05.869960,A001,Pump,Building-1,Main,8.49,20.44,47.03,0.311,6.61,9.12,0
2025-09-09 13:21:05.869960,A001,Pump,Building-1,Main,8.49,20.7,47.75,0.367,6.85,9.12,1
2025-09-09 13:31:05.869960,A001,Pump,Building-1,Main,8.49,20.3,46.94,0.305,6.4,9.12,0
2025-09-09 13:41:05.869960,A001,Pump,Building-1,Main,8.49,21.41,46.95,0.327,7.23,9.12,0
2025-09-09 13:51:05.869960,A001,Pump,Building-1,Main,8.49,21.42,46.1,0.325,6.54,9.12,0
2025-09-09 14:01:05.869960,A001,Pump,Building-1,Main,8.49,21.38,47.5,0.379,7.32,9.12,0
2025-09-09 14:11:05.869960,A001,Pump,Building-1,Main,8.49,20.22,46.77,0.306,6.56,9.12,0
2025-09-09 14:21:05.869960,A001,Pump,Building-1,Main,8.49,21.27,47.28,0.311,5.65,9.12,0
2025-09-09 14:31:05.869960,A001,Pump,Building-1,Main,8.49,21.42,49.03,0.331,6.84,9.12,0
2025-09-09 14:41:05.869960,A001,Pump,Building-1,Main,8.49,22.38,46.89,0.344,7.03,9.12,1
2025-09-09 14:51:05.869960,A001,Pump,Building-1,Main,8.49,21.77,45.07,0.297,7.76,9.12,0
2025-09-09 15:01:05.869960,A001,Pump,Building-1,Main,8.49,21.9,46.2,0.335,7.2,9.12,1
2025-09-09 15:11:05.869960,A001,Pump,Building-1,Main,8.49,23.25,46.51,0.32,6.75,9.12,0
2025-09-09 15:21:05.869960,A001,Pump,Building-1,Main,8.49,22.68,45.27,0.363,5.65,9.12,0
2025-09-09 15:31:05.869960,A001,Pump,Building-1,Main,8.49,22.2,46.33,0.376,6.4,9.12,0
2025-09-09 15:41:05.869960,A001,Pump,Building-1,Main,8.49,21.72,45.28,0.304,6.74,9.12,0
2025-09-09 15:51:05.869960,A001,Pump,Building-1,Main,8.49,22.64,44.05,0.362,6.73,9.12,1
2025-09-09 16:01:05.869960,A001,Pump,Building-1,Main,8.49,23.34,43.34,0.307,7.07,9.12,0
2025-09-09 16:11:05.869960,A001,Pump,Building-1,Main,8.49,22.55,44.82,0.338,6.89,9.12,0
2025-09-09 16:21:05.869960,A001,Pump,Building-1,Main,8.49,22.76,44.93,0.314,7.15,9.12,0
2025-09-09 16:31:05.869960,A001,Pump,Building-1,Main,8.49,23.18,44.72,0.415,6.26,9.12,0
2025-09-09 16:41:05.869960,A001,Pump,Building-1,Main,8.49,24.07,41.68,0.275,6.19,9.12,0
2025-09-09 16:51:05.869960,A001,Pump,Building-1,Main,8.49,22.91,44.3,0.346,6.69,9.12,0
2025-09-09 17:01:05.869960,A001,Pump,Building-1,Main,8.49,23.54,44.39,0.363,6.15,9.12,1
2025-09-09 17:11:05.869960,A001,Pump,Building-1,Main,8.49,23.54,43.54,0.352,6.43,9.12,0
2025-09-09 17:21:05.869960,A001,Pump,Building-1,Main,8.49,23.77,43.38,0.316,6.45,9.12,0
2025-09-09 17:31:05.869960,A001,Pump,Building-1,Main,8.49,23.94,42.96,0.353,6.29,9.12,0
2025-09-09 17:41:05.869960,A001,Pump,Building-1,Main,8.49,23.79,42.59,0.362,6.34,9.12,0
2025-09-09 17:51:05.869960,A001,Pump,Building-1,Main,8.49,24.14,42.81,0.387,6.31,9.12,0
2025-09-09 18:01:05.869960,A001,Pump,Building-1,Main,8.49,23.73,41.34,0.287,7.7,9.12,0
2025-09-09 18:11:05.869960,A001,Pump,Building-1,Main,8.49,23.47,41.19,0.377,5.94,9.12,0
2025-09-09 18:21:05.869960,A001,Pump,Building-1,Main,8.49,24.49,40.31,0.375,5.73,9.12,0
2025-09-09 18:31:05.869960,A001,Pump,Building-1,Main,8.49,23.23,40.9,0.367,6.8,9.12,0
2025-09-09 18:41:05.869960,A001,Pump,Building-1,Main,8.49,23.93,42.52,0.402,7.15,9.12,1
2025-09-09 18:51:05.869960,A001,Pump,Building-1,Main,8.49,23.76,40.48,0.299,6.86,9.12,0
2025-09-09 19:01:05.869960,A001,Pump,Building-1,Main,8.49,23.22,41.17,0.398,7.17,9.12,0
2025-09-09 19:11:05.869960,A001,Pump,Building-1,Main,8.49,23.75,40.88,0.386,7.6,9.12,0
2025-09-09 19:21:05.869960,A001,Pump,Building-1,Main,8.49,23.41,40.59,0.333,7.22,9.12,0
2025-09-09 19:31:05.869960,A001,Pump,Building-1,Main,8.49,24.03,37.45,0.327,6.91,9.12,0
2025-09-09 19:41:05.869960,A001,Pump,Building-1,Main,8.49,23.03,40.14,0.292,6.41,9.12,0
2025-09-09 19:51:05.869960,A001,Pump,Building-1,Main,8.49,24.32,38.43,0.355,5.94,9.12,0
2025-09-09 20:01:05.869960,A001,Pump,Building-1,Main,8.49,24.57,38.76,0.34,6.9,9.12,0
2025-09-09 20:11:05.869960,A001,Pump,Building-1,Main,8.49,23.72,37.31,0.337,6.48,9.12,1
2025-09-09 20:21:05.869960,A001,Pump,Building-1,Main,8.49,22.44,39.59,0.327,6.93,9.12,0
2025-09-09 20:31:05.869960,A001,Pump,Building-1,Main,8.49,23.23,38.04,0.397,6.79,9.12,1
2025-09-09 20:41:05.869960,A001,Pump,Building-1,Main,8.49,22.22,37.77,0.353,7.08,9.12,0
2025-09-09 20:51:05.869960,A001,Pump,Building-1,Main,8.49,22.3,38.9,0.285,7.39,9.12,0
2025-09-09 21:01:05.869960,A001,Pump,Building-1,Main,8.49,22.03,37.55,0.37,6.87,9.12,0
2025-09-09 21:11:05.869960,A001,Pump,Building-1,Main,8.49,22.93,38.22,0.376,7.34,9.12,1
2025-09-09 21:21:05.869960,A001,Pump,Building-1,Main,8.49,22.13,38.07,0.292,6.78,9.12,0
2025-09-09 21:31:05.869960,A001,Pump,Building-1,Main,8.49,22.6,37.42,0.351,6.71,9.12,0
2025-09-09 21:41:05.869960,A001,Pump,Building-1,Main,8.49,22.59,37.07,0.324,7.26,9.12,0
2025-09-09 21:51:05.869960,A001,Pump,Building-1,Main,8.49,21.16,37.52,0.306,7.45,9.12,1
2025-09-09 22:01:05.869960,A001,Pump,Building-1,Main,8.49,21.57,37.05,0.35,5.85,9.12,0
2025-09-09 22:11:05.869960,A001,Pump,Building-1,Main,8.49,21.21,37.86,0.364,6.95,9.12,0
2025-09-09 22:21:05.869960,A001,Pump,Building-1,Main,8.49,20.7,37.32,0.359,6.84,9.12,0
2025-09-09 22:31:05.869960,A001,Pump,Building-1,Main,8.49,21.84,35.98,0.322,5.57,9.12,0
2025-09-09 22:41:05.869960,A001,Pump,Building-1,Main,8.49,21.54,36.93,0.287,5.93,9.12,1
2025-09-09 22:51:05.869960,A001,Pump,Building-1,Main,8.49,20.5,37.37,0.329,6.41,9.12,0
2025-09-09 23:01:05.869960,A001,Pump,Building-1,Main,8.49,20.31,35.5,0.28,6.21,9.12,0
2025-09-09 23:11:05.869960,A001,Pump,Building-1,Main,8.49,20.15,37.23,0.333,6.4,9.12,0
2025-09-09 23:21:05.869960,A001,Pump,Building-1,Main,8.49,21.73,35.89,0.373,7.62,9.12,0
2025-09-09 23:31:05.869960,A001,Pump,Building-1,Main,8.49,19.69,36.65,0.322,6.51,9.12,0
2025-09-09 23:41:05.869960,A001,Pump,Building-1,Main,8.49,20.66,36.0,0.323,6.73,9.12,0
2025-09-09 23:51:05.869960,A001,Pump,Building-1,Main,8.49,20.12,35.5,0.361,7.34,9.12,0
2025-09-10 00:01:05.869960,A001,Pump,Building-1,Main,8.49,20.41,36.37,0.316,6.46,9.12,1
2025-09-10 00:11:05.869960,A001,Pump,Building-1,Main,8.49,21.37,37.77,0.312,6.9,9.12,0
2025-09-10 00:21:05.869960,A001,Pump,Building-1,Main,8.49,19.97,37.51,0.354,7.36,9.12,0
2025-09-10 00:31:05.869960,A001,Pump,Building-1,Main,8.49,19.7,37.15,0.285,6.18,9.12,0
2025-09-10 00:41:05.869960,A001,Pump,Building-1,Main,8.49,20.55,36.22,0.312,6.81,9.12,0
2025-09-10 00:51:05.869960,A001,Pump,Building-1,Main,8.49,20.46,36.25,0.233,6.38,9.12,0
2025-09-10 01:01:05.869960,A001,Pump,Building-1,Main,8.49,20.73,37.81,0.377,6.25,9.12,1
2025-09-10 01:11:05.869960,A001,Pump,Building-1,Main,8.49,19.34,38.09,0.345,6.97,9.12,0
2025-09-10 01:21:05.869960,A001,Pump,Building-1,Main,8.49,20.67,38.23,0.35,7.17,9.12,0
2025-09-10 01:31:05.869960,A001,Pump,Building-1,Main,8.49,20.51,38.86,0.368,7.58,9.12,0
2025-09-10 01:41:05.869960,A001,Pump,Building-1,Main,8.49,20.0,38.68,0.326,6.4,9.12,0
2025-09-10 01:51:05.869960,A001,Pump,Building-1,Main,8.49,20.07,38.91,0.35,7.01,9.12,0
2025-09-10 02:01:05.869960,A001,Pump,Building-1,Main,8.49,20.39,38.64,0.362,6.07,9.12,0
2025-09-10 02:11:05.869960,A001,Pump,Building-1,Main,8.49,20.62,38.95,0.36,6.14,9.12,0
2025-09-10 02:21:05.869960,A001,Pump,Building-1,Main,8.49,21.47,39.32,0.346,6.61,9.12,0
2025-09-10 02:31:05.869960,A001,Pump,Building-1,Main,8.49,21.12,39.4,0.374,6.09,9.12,0
2025-09-10 02:41:05.869960,A001,Pump,Building-1,Main,8.49,21.07,40.01,0.332,6.61,9.12,0
2025-09-10 02:51:05.869960,A001,Pump,Building-1,Main,8.49,20.94,40.03,0.283,7.3,9.12,0
2025-09-10 03:01:05.869960,A001,Pump,Building-1,Main,8.49,21.03,40.25,0.349,6.55,9.12,0
2025-09-10 03:11:05.869960,A001,Pump,Building-1,Main,8.49,21.36,38.36,0.36,7.35,9.12,0
2025-09-10 03:21:05.869960,A001,Pump,Building-1,Main,8.49,20.73,40.26,0.301,6.72,9.12,0
2025-09-10 03:31:05.869960,A001,Pump,Building-1,Main,8.49,22.07,41.93,0.371,7.47,9.12,0
2025-09-10 03:41:05.869960,A001,Pump,Building-1,Main,8.49,21.8,40.07,0.334,7.13,9.12,0
2025-09-10 03:51:05.869960,A001,Pump,Building-1,Main,8.49,21.46,43.15,0.365,6.71,9.12,0
2025-09-10 04:01:05.869960,A001,Pump,Building-1,Main,8.49,21.89,41.1,0.34,6.7,9.12,1
2025-09-10 04:11:05.869960,A001,Pump,Building-1,Main,8.49,22.89,41.7,0.353,6.8,9.12,1
2025-09-10 04:21:05.869960,A001,Pump,Building-1,Main,8.49,22.71,42.09,0.359,7.17,9.12,0
2025-09-10 04:31:05.869960,A001,Pump,Building-1,Main,8.49,22.96,43.2,0.309,6.98,9.12,0
2025-09-10 04:41:05.869960,A001,Pump,Building-1,Main,8.49,23.52,43.36,0.307,6.79,9.12,0
2025-09-10 04:51:05.869960,A001,Pump,Building-1,Main,8.49,23.23,42.37,0.297,6.66,9.12,0
2025-09-10 05:01:05.869960,A001,Pump,Building-1,Main,8.49,22.81,43.38,0.29,7.1,9.12,0
2025-09-10 05:11:05.869960,A001,Pump,Building-1,Main,8.49,23.0,44.64,0.329,6.8,9.12,0
2025-09-10 05:21:05.869960,A001,Pump,Building-1,Main,8.49,23.36,43.21,0.412,6.57,9.12,0
2025-09-10 05:31:05.869960,A001,Pump,Building-1,Main,8.49,24.08,43.04,0.349,7.05,9.12,0
2025-09-10 05:41:05.869960,A001,Pump,Building-1,Main,8.49,23.67,43.8,0.33,6.61,9.12,0
2025-09-10 05:51:05.869960,A001,Pump,Building-1,Main,8.49,24.98,44.57,0.353,7.7,9.12,0
2025-09-10 06:01:05.869960,A001,Pump,Building-1,Main,8.49,23.42,44.85,0.329,6.77,9.12,1
2025-09-10 06:11:05.869960,A001,Pump,Building-1,Main,8.49,32.29,44.28,0.884,10.28,9.12,0
2025-09-10 06:21:05.869960,A001,Pump,Building-1,Main,8.49,24.7,46.14,0.339,6.49,9.12,0
2025-09-10 06:31:05.869960,A001,Pump,Building-1,Main,8.49,24.4,45.79,0.364,7.13,9.12,0
